text,emotion
still sort agree description come think great thing song concise guitar pop song accurately hit home singular feeling romantic possibility way let u write starring scene,happiness
alone without guy feel fearful lost,worry
feel like trusting youu easily,fun
kind feel lame still regret coming,sadness
admit feeling bit strange,worry
think could feel idiotic tried,sadness
feel overwhelmed clean anything let pile make whole life feel like going come crashing around helpless stop,surprise
feel personally acceptable say gross,fun
tried place last night love atmosphere really cozy local pub feel duck sandwich pretty good staff friendly across board one rude unprofessional like everyone bit frosty cool marine corp way accept cash debit bit annoying cash want use machine sign door see bad paying attention plan pay place another visit really make mind got potential,neutral
could return feeling frustrated challenged uninspired think mission statement achieves goal,hate
tried sushi room twice using groupon even discount price fairly high average sushi   california roll  average taste cut roll evenly first might mouthful last could scrap tough sharing  kappa roll  impressed roll never cucumber wrapping sushi taste delightful refreshing slippery fall apart easily using chop stick though   caterpillar roll  ok came newbie sushieater excited try one impress like restaurant arrange roll clever caterpillar formation  vega roll  average   one friend ordered red sangria sipped liked light simple  decor sushi room cool got interesting fixture relatively ornate aquarium patio blend nicely open wall living room next door neat looking lounge similar architecture remarked building classy almost european look  overall would go groupon long distance house quality price look elsewhere venturing,neutral
sitting last night feeling cranky sort wondering hell wrong realized course,hate
love able walk anywhere feel scared,worry
feel like grouchy,hate
feeling little shaken center searching peace beauty like highlight fabulous,worry
feeling generation keen single,fun
even feel bitter,hate
always feel strange update blog,worry
feel like kid innocent free burden regret id,fun
look meager pile food purchased week feeling pretty apprehensive,worry
